time,mean_centered,standardized
0.000371,-147.094068659927,-0.6484623044043633
0.000383,-112.39406865992699,-0.4954878019799731
0.000395,,
0.00040699999999999997,,
0.000419,,
0.00043,,
0.000442,-141.594068659927,-0.6242156253457423
0.00045400000000000003,-132.69406865992698,-0.5849800901417921
0.00046600000000000005,-125.89406865992699,-0.5550023778511335
0.00047799999999999996,-152.594068659927,-0.6727089834629841
0.00049,-142.594068659927,-0.6286241124473098
0.000503,-156.19406865992698,-0.6885795370286268
0.000516,-153.69406865992698,-0.6775583192747082
0.0005290000000000001,-143.69406865992698,-0.6334734482590338
0.0005420000000000001,-160.32406865992698,-0.7067865887581004
0.000555,-143.994068659927,-0.6347959943895042
0.0005679999999999999,-163.744068659927,-0.7218636146454611
0.0005809999999999999,-154.894068659927,-0.6828485037965892
0.000594,-162.344068659927,-0.7156917327032666
0.000606,-148.394068659927,-0.654193337636401
0.000619,-160.234068659927,-0.7063898249189594
0.000632,-138.894068659927,-0.6123127101715102
0.0006450000000000001,,
0.0006580000000000001,,
0.0006720000000000001,-128.294068659927,-0.5655827468948954
0.000687,,
0.0007009999999999999,-162.66406865992698,-0.7171024485757682
0.0007149999999999999,-148.19406865992698,-0.6533116402160873
0.0007289999999999999,-158.094068659927,-0.696955662521605
0.000744,-150.894068659927,-0.6652145553903195
0.000759,-139.494068659927,-0.6149578024324507
0.000772,-128.39406865992697,-0.566023595605052
0.000786,-161.13406865992698,-0.71035746331037
0.000799,-149.29406865992698,-0.6581609760278115
0.000812,,
0.000825,-145.894068659927,-0.6431721198824824
0.000837,-112.994068659927,-0.4981328942409136
0.0008489999999999999,,
0.000862,-140.094068659927,-0.6176028946933911
0.000875,-121.69406865992698,-0.5364867320245502
0.000889,-144.69406865992698,-0.6378819353606013
0.000903,-124.19406865992698,-0.5475079497784688
0.0009170000000000001,-161.314068659927,-0.7111509909886522
0.0009320000000000001,-134.094068659927,-0.5911519720839865
0.0009469999999999999,-159.394068659927,-0.7026866957536427
0.0009609999999999999,-124.59406865992699,-0.5492713446190959
0.000976,-159.094068659927,-0.7013641496231725
0.00099,-155.594068659927,-0.6859344447676864
0.0010049999999999998,-155.594068659927,-0.6859344447676864
0.001019,-119.39406865992699,-0.5263472116909451
0.001032,-143.594068659927,-0.6330325995488771
0.001047,-158.994068659927,-0.7009233009130157
0.0010609999999999999,-159.69406865992698,-0.7040092418841128
0.001075,-146.894068659927,-0.6475806069840497
0.001089,-150.394068659927,-0.6630103118395358
0.0011040000000000002,-150.394068659927,-0.6630103118395358
0.001118,-156.79406865992698,-0.6912246292895673
0.0011330000000000001,-143.894068659927,-0.6343551456793475
0.001147,-161.404068659927,-0.7115477548277932
0.0011610000000000001,-141.594068659927,-0.6242156253457423
0.001174,-162.66406865992698,-0.7171024485757682
0.001188,-149.894068659927,-0.6608060682887521
0.001201,-160.144068659927,-0.7059930610798183
0.0012150000000000002,-133.994068659927,-0.5907111233738298
0.001229,-156.994068659927,-0.6921063267098808
0.001244,-148.894068659927,-0.6563975811871846
0.001258,-156.494068659927,-0.6899020831590972
0.0012729999999999998,-149.994068659927,-0.6612469169989088
0.001287,-152.494068659927,-0.6722681347528274
0.001302,-143.494068659927,-0.6325917508387204
0.0013160000000000001,-152.79406865992698,-0.6735906808832975
0.00133,-122.79406865992699,-0.5413360678362745
0.001345,-106.19406865992698,-0.46815518195025496
0.001359,-124.19406865992698,-0.5475079497784688
0.001373,-159.29406865992698,-0.7022458470434859
0.001387,-157.594068659927,-0.6947514189708213
0.0014010000000000001,-157.594068659927,-0.6947514189708213
0.001416,-159.494068659927,-0.7031275444637994
0.001432,-128.994068659927,-0.5686686878659926
0.0014479999999999999,-129.994068659927,-0.57307717496756
0.001463,-159.19406865992698,-0.7018049983333292
0.001479,-160.95406865992697,-0.7095639356320879
0.001494,-164.19406865992698,-0.7238474338411663
0.00151,-161.13406865992698,-0.71035746331037
0.0015249999999999999,-156.79406865992698,-0.6912246292895673
0.0015409999999999998,-161.584068659927,-0.7123412825060754
0.001556,-158.69406865992698,-0.6996007547825455
0.001572,-149.594068659927,-0.6594835221582818
0.001588,-159.19406865992698,-0.7018049983333292
0.0016040000000000002,-153.994068659927,-0.6788808654051786
0.001621,-163.024068659927,-0.7186895039323326
0.001637,-152.894068659927,-0.6740315295934544
0.0016539999999999999,-160.32406865992698,-0.7067865887581004
0.0016699999999999998,-154.69406865992698,-0.6819668063762757
0.001686,-160.41406865992698,-0.7071833525972414
0.001702,-145.29406865992698,-0.6405270276215418
0.00172,,
0.001737,-150.994068659927,-0.6656554041004762
0.001754,-156.79406865992698,-0.6912246292895673
0.001771,-145.094068659927,-0.6396453302012284
0.001787,-157.69406865992698,-0.695192267680978
0.001804,-143.094068659927,-0.6308283559980935
0.001822,-137.594068659927,-0.6065816769394725
0.001839,-147.594068659927,-0.6506665479551469
0.001856,-162.934068659927,-0.7182927400931914
0.001873,-151.494068659927,-0.6678596476512599
0.001889,-145.394068659927,-0.6409678763316986
0.001905,-141.79406865992698,-0.6250973227660558
0.0019219999999999999,-156.69406865992698,-0.6907837805794106
0.001938,-139.394068659927,-0.614516953722294
0.001956,-161.13406865992698,-0.71035746331037
0.001973,-153.994068659927,-0.6788808654051786
0.00199,-155.994068659927,-0.6876978396083134
0.002007,-144.394068659927,-0.6365593892301312
0.002025,-160.63406865992698,-0.7081532197595862
0.0020440000000000002,-138.894068659927,-0.6123127101715102
0.002061,-164.73406865992698,-0.7262280168760128
0.002078,-148.094068659927,-0.6528707915059306
0.002095,-161.494068659927,-0.7119445186669343
0.002113,-146.19406865992698,-0.6444946660129525
0.00213,-160.32406865992698,-0.7067865887581004
0.0021469999999999996,-146.29406865992698,-0.6449355147231092
0.002165,-157.594068659927,-0.6947514189708213
0.002184,-148.594068659927,-0.6550750350567144
0.002202,-163.564068659927,-0.7210700869671789
0.002219,-155.594068659927,-0.6859344447676864
0.0022370000000000003,-161.94406865992698,-0.7139283378626397
0.0022530000000000002,-148.29406865992698,-0.653752488926244
0.002271,-140.494068659927,-0.6193662895340182
0.0022890000000000002,-130.69406865992698,-0.5761631159386572
0.002306,-158.69406865992698,-0.6996007547825455
0.002327,-147.394068659927,-0.6497848505348335
0.002347,-150.19406865992698,-0.6621286144192222
0.002367,-151.394068659927,-0.6674187989411032
0.002385,,
0.002405,-145.69406865992698,-0.6422904224621687
0.002424,-113.29406865992699,-0.49945544037138384
0.002443,,
0.002463,,
0.0024809999999999997,,
0.0025,,
0.002518,,
0.002535,,
0.002553,,
0.0025710000000000004,,
0.002589,,
0.0026070000000000004,,
0.002625,,
0.002642,,
0.002659,,
0.002678,,
0.002697,,
0.002715,,
0.002733,,
0.00275,,
0.002767,,
0.002784,,
0.002801,,
0.002818,,
0.002835,,
0.002852,,
0.00287,,
0.002888,,
0.002906,,
0.002924,,
0.002943,,
0.0029609999999999997,,
0.00298,,
0.003,,
0.003019,,
0.0030369999999999998,,
0.003056,,
0.003074,,
0.003092,,
0.00311,,
0.003129,,
0.0031469999999999996,,
0.003165,,
0.003186,,
0.0032069999999999998,,
0.003227,,
0.003247,,
0.003267,,
0.003287,,
0.003307,,
0.003326,,
0.003346,,
0.0033650000000000004,,
0.003385,,
0.0034049999999999996,,
0.0034249999999999997,,
0.0034449999999999997,,
0.0034649999999999998,,
0.003484,,
0.003503,,
0.003522,,
0.003541,,
0.003559,,
0.003578,,
0.003598,,
0.0036179999999999997,,
0.003636,,
0.003654,,
0.0036720000000000004,,
0.003691,,
0.003709,,
0.003727,,
0.003746,,
0.003764,,
0.003783,,
0.0038020000000000003,,
0.003822,,
0.003842,,
0.0038610000000000003,,
0.003881,,
0.0039,,
0.00392,,
0.00394,,
0.00396,,
0.00398,,
0.003999,,
0.004019,,
0.004038,,
0.004057000000000001,,
0.004076,,
0.004095,,
0.004115000000000001,,
0.0041340000000000005,,
0.004154,,
0.004173,,
0.004193,,
0.004212,,
0.0042309999999999995,,
0.00425,,
0.004269,,
0.004288,,
0.004307,,
0.004326,,
0.004347,,
0.004367,,
0.004386999999999999,,
0.004405999999999999,,
0.004426,,
0.004445,,
0.004465,,
0.004484,,
0.004503,,
0.004521,,
0.004542,,
0.004562,,
0.004582,,
0.004602,,
0.004622,,
0.004642,,
0.004660999999999999,,
0.004681,,
0.0047009999999999994,,
0.004721,,
0.0047409999999999996,,
0.0047599999999999995,,
0.004781,,
0.004801000000000001,,
0.004821,,
0.004842,,
0.004863,,
0.004882,,
0.004901,,
0.00492,,
0.004939,,
0.004958000000000001,,
0.004978,,
0.004997,,
0.005018,,
0.005037,,
0.005057000000000001,,
0.005077,,
0.005097000000000001,,
0.005118,,
0.005136999999999999,,
0.005156,,
0.005175,,
0.005193,,
0.005212,,
0.0052320000000000005,,
0.005253,,
0.005273,,
0.005293,,
0.005312,,
0.005332,,
0.005351,,
0.00537,,
0.0053890000000000006,,
0.005409,,
0.00543,,
0.005453,,
0.005474000000000001,,
0.005495,,
0.005516,,
0.005539,,
0.005561,,
0.00558,,
0.005598,,
0.005617,,
0.005637,,
0.005657,,
0.005677,,
0.005697,,
0.005717,,
0.005736,,
0.005756,,
0.005774,,
0.005793,,
0.005811,,
0.005831,,
0.005849999999999999,,
0.005868,,
0.005887,,
0.0059050000000000005,,
0.005926,,
0.005946,,
0.005966999999999999,,
0.0059889999999999995,,
0.0060090000000000005,,
0.0060279999999999995,,
0.006046999999999999,,
0.006067,,
0.0060869999999999995,,
0.0061070000000000004,,
0.006127,,
0.0061470000000000006,,
0.0061660000000000005,,
0.006186,,
0.0062050000000000004,,
0.006225,,
0.006245,,
0.006265,,
0.006286,,
0.006306,,
0.006326,,
0.006346,,
0.006367,,
0.006388,,
0.006409,,
0.00643,,
0.006449,,
0.006468,,
0.006487,,
0.006509,,
0.0065309999999999995,,
0.006549999999999999,,
0.00657,,
0.0065899999999999995,,
0.006612,,
0.006633,,
0.006654,,
0.0066749999999999995,,
0.006695,,
0.006715,,
0.0067350000000000005,,
0.006755,,
0.006775000000000001,,
0.006797,,
0.006817999999999999,,
0.006838,,
0.0068579999999999995,,
0.006876999999999999,,
0.006894999999999999,,
0.006913,,
0.006933,,
0.006953,,
0.006974,,
0.006993999999999999,,
0.007013,,
0.0070339999999999995,,
0.007056,,
0.007076,,
0.007097,,
0.007118,,
0.007139,,
0.0071600000000000006,,
0.007183,,
0.007206000000000001,,
0.007228,,
0.007248999999999999,,
0.0072699999999999996,,
0.007292,,
0.007311,,
0.00733,,
0.0073490000000000005,,
0.007371000000000001,,
0.007392,,
0.007414,,
0.007436,,
0.007457,,
0.007477999999999999,,
0.007498,,
0.0075190000000000005,,
0.007539,,
0.007557,,
0.007575999999999999,,
0.007594999999999999,,
0.007614,,
0.007633,,
0.007655,,
0.0076760000000000005,,
0.0076950000000000005,,
0.007714,,
0.007732999999999999,,
0.007753,,
0.0077729999999999995,,
0.0077919999999999994,,
0.007812,,
0.007833,,
0.007854,,
0.007873999999999999,,
0.007894,,
0.007913,,
0.007932999999999999,,
0.007953,,
0.007974,,
0.007995,,
0.008016,,
0.008038,,
0.008060000000000001,,
0.008083,,
0.008103999999999998,,
0.008124000000000001,,
0.008145,,
0.008168,,
0.008191,,
0.008213,,
0.008235,,
0.008256,,
0.008277,,
0.008298,,
0.008319,,
0.00834,,
0.008361,,
0.008383,,
0.008405,,
0.008427,,
0.008448,,
0.008468,,
0.008487999999999999,,
0.008508,,
0.008529,,
0.00855,,
0.00857,,
0.008589000000000001,,
0.008609,,
0.008629,,
0.008648,,
0.008667999999999999,,
0.008688000000000001,,
0.008709,,
0.00873,,
0.00875,,
0.00877,,
0.00879,,
0.008811,,
0.008833,,
0.008852,,
0.008872,,
0.008891,,
0.008910999999999999,,
0.008931,,
0.00895,,
0.008969,,
0.008988,,
0.009007999999999999,,
